AdamW_test_err,AdamW_training_err,AdamW_training_loss
0.46230000000000004,0.5437799999999999,1.4746069541168212
0.3499,0.35784000000000005,1.0045968137931824
0.36019999999999996,0.27959999999999996,0.7942552741622925
0.25870000000000004,0.22865999999999997,0.6589592191314697
0.21240000000000003,0.19992,0.579066475315094
0.21540000000000004,0.18067999999999995,0.525453127117157
0.20779999999999998,0.16815999999999998,0.4896075349807739
0.23960000000000004,0.15388000000000002,0.45016682683944703
0.1864,0.14746000000000004,0.43345341995239256
0.1977,0.13812000000000002,0.4079510473918915
0.14890000000000003,0.13417999999999997,0.39491985230445864
0.16479999999999995,0.12934,0.37995235562324525
0.16800000000000004,0.12644,0.37238391313552854
0.18610000000000004,0.12451999999999996,0.36381122081279754
0.1543,0.12090000000000001,0.35745674677848815
0.28059999999999996,0.12046000000000001,0.3541799310493469
0.1644,0.12129999999999996,0.35763099939346316
0.15869999999999995,0.11685999999999996,0.3443737613487244
0.16690000000000005,0.11563999999999997,0.34108212923049924
0.17179999999999995,0.11509999999999998,0.3412858936786652
0.16559999999999997,0.11548000000000003,0.3367925029182434
0.22330000000000005,0.11499999999999999,0.33889966977119446
0.21860000000000002,0.11192000000000002,0.33260422976493836
0.1764,0.11365999999999998,0.33485182878494263
0.17110000000000003,0.11319999999999997,0.33333024933815003
0.15590000000000004,0.11158000000000001,0.3288637555027008
0.1996,0.11140000000000005,0.32693134466171264
0.13660000000000005,0.11275999999999997,0.33275492438316345
0.15769999999999995,0.10953999999999997,0.3217621698474884
0.14229999999999998,0.10994000000000004,0.3236599714851379
0.19710000000000005,0.11031999999999997,0.32434638058662413
0.1553,0.10924,0.32328391941070556
0.16759999999999997,0.10755999999999999,0.31837377792835236
0.18899999999999995,0.11112,0.32285575795173643
0.18430000000000002,0.10787999999999998,0.31907118421554564
0.1381,0.10899999999999999,0.31976495429039004
0.18400000000000005,0.10870000000000002,0.3206475936698914
0.15600000000000003,0.10750000000000004,0.3195063932800293
0.16679999999999995,0.10848000000000002,0.32070249603271483
0.13739999999999997,0.10843999999999998,0.3191000593757629
0.1412,0.10875999999999997,0.31781477434158323
0.20220000000000005,0.10753999999999997,0.31850584164619444
0.17390000000000005,0.10626000000000002,0.3115451946640015
0.16990000000000005,0.10818000000000005,0.3175463492012024
0.2046,0.10768,0.316414194688797
0.16249999999999998,0.10741999999999996,0.3162432657623291
0.14759999999999995,0.10677999999999999,0.3142713240146637
0.18230000000000002,0.10763999999999996,0.3156009969806671
0.1491,0.10738000000000003,0.31380767142772675
0.1471,0.10670000000000002,0.31120884318351744
0.14100000000000001,0.10633999999999999,0.31434532067298887
0.14649999999999996,0.10721999999999998,0.31746217876434324
0.1543,0.10753999999999997,0.3157252030992508
0.14229999999999998,0.1059,0.30903899535179136
0.15349999999999997,0.10628000000000004,0.31103510733604434
0.15000000000000002,0.10699999999999998,0.3149156846809387
0.16059999999999997,0.10541999999999996,0.30991747030258177
0.22009999999999996,0.10604000000000002,0.31011018646240235
0.16820000000000002,0.10460000000000003,0.30666060465812683
0.15300000000000002,0.10563999999999996,0.30961612077713013
0.14959999999999996,0.10636000000000001,0.3091185716152191
0.20609999999999995,0.10619999999999996,0.3088839558696747
0.16920000000000002,0.10296000000000005,0.30570828246593473
0.20140000000000002,0.10655999999999999,0.311929554309845
0.1432,0.10438000000000003,0.30840623485565183
0.1844,0.10509999999999997,0.3093073812961578
0.1632,0.10640000000000005,0.31234860582351687
0.14759999999999995,0.10297999999999996,0.3055418492794037
0.1763,0.10604000000000002,0.3093177161026001
0.21660000000000001,0.10419999999999996,0.30994992609977723
0.2167,0.10575999999999997,0.3096559881401062
0.15380000000000005,0.10746,0.31299832430839536
0.14990000000000003,0.10431999999999997,0.3027914074707031
0.1492,0.10577999999999999,0.311766030960083
0.1683,0.10502,0.30671612913131713
0.17510000000000003,0.10511999999999999,0.3096556859874725
0.1916,0.10460000000000003,0.3052598278713226
0.14700000000000002,0.10526000000000002,0.30924091547966004
0.1461,0.10306000000000004,0.3061734349632263
0.1431,0.10424,0.30396364225387573
0.06820000000000004,0.055400000000000005,0.16904230123519898
0.06510000000000005,0.03957999999999995,0.12145480790615082
0.06489999999999996,0.034359999999999946,0.10206707528591157
0.06469999999999998,0.028340000000000032,0.08741788053035736
0.06659999999999999,0.025660000000000016,0.07798288832664489
0.06779999999999997,0.022220000000000018,0.06890679153442383
0.0655,0.020179999999999976,0.06227417153835297
0.06659999999999999,0.017819999999999947,0.05457099439382553
0.06810000000000005,0.01646000000000003,0.05048885529398918
0.06669999999999998,0.01539999999999997,0.04593894978404045
0.06599999999999995,0.013619999999999965,0.04077409866571426
0.06399999999999995,0.013660000000000005,0.041075114467144014
0.06699999999999995,0.012639999999999985,0.03852172538638115
0.0675,0.011480000000000046,0.035633649946451185
0.06669999999999998,0.01104000000000005,0.033133355439901355
0.06569999999999998,0.010279999999999956,0.030881382824778557
0.06289999999999996,0.011460000000000026,0.034572096154689785
0.06520000000000004,0.00990000000000002,0.028889320940971373
0.0645,0.00983999999999996,0.029114868637919428
0.06299999999999994,0.009800000000000031,0.029164780008792877
0.06740000000000002,0.010399999999999965,0.031144106096029283
0.06579999999999997,0.008560000000000012,0.026710886754095553
0.06589999999999996,0.008440000000000003,0.025749829800128937
0.06620000000000004,0.008299999999999974,0.025511171473562716
0.06799999999999995,0.009240000000000026,0.02746775487780571
0.06499999999999995,0.008140000000000036,0.02452535696595907
0.0685,0.008340000000000014,0.02538596109777689
0.06810000000000005,0.008240000000000025,0.025777317046523095
0.0665,0.009440000000000004,0.027704760078787805
0.06469999999999998,0.009680000000000022,0.02831864141911268
0.061899999999999955,0.008680000000000021,0.025927092143297196
0.06799999999999995,0.008340000000000014,0.02596938263654709
0.06799999999999995,0.008199999999999985,0.025549988595843315
0.06769999999999998,0.00992000000000004,0.02898034260869026
0.06530000000000002,0.009299999999999975,0.028674703499004243
0.06710000000000005,0.008179999999999965,0.02471062913954258
0.06559999999999999,0.008040000000000047,0.02482847725570202
0.0706,0.008920000000000039,0.0268893050545454
0.06699999999999995,0.009560000000000013,0.02846964466959238
0.06689999999999996,0.009499999999999953,0.02800388184130192
0.0685,0.008560000000000012,0.026413399910628795
0.07050000000000001,0.008639999999999981,0.02624829194664955
0.07269999999999999,0.010319999999999996,0.030659628884494305
0.06710000000000005,0.009279999999999955,0.028364758189320563
0.07569999999999999,0.010099999999999998,0.030880943939685823
0.06979999999999997,0.00871999999999995,0.027758765923380852
0.06969999999999998,0.009979999999999989,0.029928436065912247
0.07530000000000003,0.008440000000000003,0.027268798540234566
0.07140000000000002,0.010040000000000049,0.029730076823830606
0.07330000000000003,0.009660000000000002,0.029424713327884672
0.07440000000000002,0.009499999999999953,0.02907185114622116
0.07399999999999995,0.010179999999999967,0.03176895546615124
0.07220000000000004,0.01102000000000003,0.03465893246054649
0.07699999999999996,0.010539999999999994,0.030728594868779182
0.07920000000000005,0.009299999999999975,0.02863030803501606
0.07210000000000005,0.010319999999999996,0.03245659033536911
0.07240000000000002,0.01092000000000004,0.0330542683327198
0.07630000000000003,0.010419999999999985,0.031056989565193652
0.07189999999999996,0.009220000000000006,0.02818947655811906
0.07199999999999995,0.012159999999999949,0.0365011967509985
0.06840000000000002,0.011560000000000015,0.034245145353674886
0.07150000000000001,0.010560000000000014,0.03264733723565936
0.07150000000000001,0.01104000000000005,0.0329898139244318
0.0796,0.01092000000000004,0.03285231795310974
0.07310000000000005,0.011820000000000053,0.03476132735550404
0.07530000000000003,0.011560000000000015,0.034597080640792845
0.07050000000000001,0.011299999999999977,0.035018427262306216
0.07340000000000002,0.011379999999999946,0.034034414530992506
0.07630000000000003,0.010539999999999994,0.03249329924821854
0.07369999999999999,0.012179999999999969,0.03728093000292778
0.07330000000000003,0.01095999999999997,0.033733955910205844
0.07920000000000005,0.011460000000000026,0.03487984226435423
0.0796,0.011639999999999984,0.036232593393921854
0.08030000000000004,0.012539999999999996,0.0384599666684866
0.07669999999999999,0.01088,0.03281928805947304
0.07569999999999999,0.012820000000000054,0.037525873596668244
0.07620000000000005,0.01214000000000004,0.03831332824170589
0.07199999999999995,0.01195999999999997,0.03724745305418968
0.07079999999999997,0.011480000000000046,0.03412063450038433
0.0857,0.01092000000000004,0.03278410530984402
0.05720000000000003,0.00539999999999996,0.018980746321976185
0.05579999999999996,0.0026800000000000157,0.009922824248820543
0.056499999999999995,0.0015399999999999858,0.006931283916831016
0.05589999999999995,0.0016000000000000458,0.006340637228041887
0.05510000000000004,0.0010799999999999699,0.005229727140888572
0.056599999999999984,0.0009799999999999809,0.004934375747144222
0.05679999999999996,0.0008599999999999719,0.0047025208456814285
0.05689999999999995,0.0005600000000000049,0.00362722673535347
0.055499999999999994,0.0009200000000000319,0.003984344411492348
0.05630000000000002,0.0006000000000000449,0.0031090981660783293
0.05620000000000003,0.0005600000000000049,0.0032860222820937633
0.055499999999999994,0.0005800000000000249,0.003113407588377595
0.05469999999999997,0.0006000000000000449,0.0028571314911544324
0.056599999999999984,0.0005600000000000049,0.00287423786573112
0.05610000000000004,0.0006399999999999739,0.00281509976349771
0.05389999999999995,0.00046000000000001595,0.002374479298517108
0.05500000000000005,0.00024000000000001798,0.00198344137839973
0.05559999999999998,0.00036000000000002697,0.002077697377577424
0.05569999999999997,0.00031999999999998696,0.001997291622981429
0.05800000000000005,0.00029999999999996696,0.0019459272254630923
0.05579999999999996,0.00038000000000004697,0.0021285408977791665
0.056599999999999984,0.00024000000000001798,0.0016821989483386279
0.05730000000000002,0.00046000000000001595,0.002048412414677441
0.057599999999999985,0.00043999999999999595,0.0019529821287840605
0.05930000000000002,0.0005399999999999849,0.002052566363736987
0.05589999999999995,0.00043999999999999595,0.0019890977703779936
0.05410000000000004,0.00038000000000004697,0.0015562763235345482
0.05559999999999998,0.000140000000000029,0.0011844166015461087
0.05689999999999995,0.00034000000000000696,0.0017668299017474056
0.05369999999999997,0.00024000000000001798,0.0013526283132843672
0.05469999999999997,0.000160000000000049,0.0011596227112784982
0.05679999999999996,0.000260000000000038,0.0015450028220936657
0.05459999999999998,0.00034000000000000696,0.0016470671501290053
0.05489999999999995,0.00024000000000001798,0.0011746360305324196
0.05689999999999995,0.000160000000000049,0.0011928179832082241
0.056499999999999995,0.00029999999999996696,0.0013879439824819565
0.05620000000000003,0.00021999999999999797,0.0012328987103514372
0.055300000000000016,0.00036000000000002697,0.0015187574823573233
0.05600000000000005,0.00019999999999997797,0.0010749979416932911
0.05479999999999996,5.999999999994898e-05,0.0008509746737591922
